drug,canonical_smiles,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
GDSC302,CC(Nc1nc(N2CCCC2)nc2ccccc12)c1ccccc1,-0.022900432,-0.014740732,0.18962635,-0.2345279,-0.9737565,-0.005099802,0.036285102,0.0017930564,-0.020231593,0.011891097,-0.008556154,0.009086102,-0.0025616959,0.00014191493,0.0021383166,-0.0042823143,-0.0067540007,-0.016151853,-0.1636868,0.05348841,-0.0030948706,-0.07670462,-0.009277107,0.64811176,0.0035215542,0.0038405713,-0.0019222051,-0.6125983,0.18693773,0.003765218,-0.008213587,0.011220114,0.0066694394,0.004026523,0.0038558617,-0.00585087,0.0091861375,0.00063997135,0.72470134,0.003630252,-0.007285718,-0.009962451,-0.05717765,-0.01030533,-0.0026277993,0.0071416553,0.0020149723,-0.0025912821,-0.01955298,-0.17546827,0.003129377,0.25449458,-1.2807548,-0.010124572,-0.14964849,-0.1366456,1.1890535,0.0003108885,-0.0042761527,0.00091679627,0.33493668,0.0027760118,0.0013032798,0.14433323,-0.011065468,-0.0050481595,0.0022857748,-0.0070721656,-0.029539097,-0.007994577,0.46420753,-0.0048493966,-0.15389314,-0.0031192172,-0.0041731074,0.0013326127,-0.059796013,0.006942289,-7.836067e-05,0.0029286202,-0.00048555806,-0.45025688,-1.079421,-0.014513094,-0.008323085,0.8076772,0.010649578,0.0064440574,-0.035568755,0.0069138967,0.016649257,0.0021901897,-0.003686102,-0.0018410664,0.02971184,-0.0019102916,1.4348457,0.39662194,0.0046383105,0.0007066466,0.007051685,-0.007339269,-0.16670619,0.00520581,0.0041045696,2.6474838,-0.0038732046,0.009344672,0.010087008,0.0012474768,0.105151355,-0.0052279606,-0.0080685215,-0.20376357,0.007665116,-0.0042214543,-0.013446564,-0.098647766,0.011535612,0.00011926144,-0.0005552061,-0.0028277964,0.01379245,0.004734529,1.774609,-0.011160876,0.0065858057,0.0006166764
GDSC303,C=C1C(=O)OC(CCCCCCCC)C1C(=O)O,-0.17915127,0.014075424,0.44186047,0.279663,0.1388114,0.004935464,0.26507005,0.001048311,-0.006646786,-0.0056135803,-0.00022688508,-0.012759864,-0.0017338768,-0.024499942,0.002258204,-0.0005944222,0.014581794,-0.010196416,-0.16430452,-0.09624514,-0.0014903992,0.12206537,-0.007767042,1.0983883,-0.008009687,-0.0074193235,0.0016213655,0.37984973,0.019115731,0.009429567,-0.002860751,-0.002610825,0.0009181434,-0.013603935,0.015855312,-0.011130538,-0.0045835134,0.0054392945,1.1917828,-0.008616051,-0.00092687085,-0.00072048604,-0.31442532,-0.00068227947,-0.0032730028,0.021318402,0.006197229,0.01015792,0.030684743,-0.0075531118,0.010641379,-0.021281231,0.11286394,0.0014979541,-0.90480715,-0.57987255,-0.5637228,0.0019211359,-0.009301923,0.0040515536,-0.33138806,-0.0011186376,0.008598341,1.3849013,-0.018236399,-0.0027557947,0.006318044,-0.0081532225,0.026295133,0.012252055,2.2295573,-0.007863253,-0.06405286,-0.0039204787,-0.00046949834,-0.013308284,0.001998186,0.007907284,-0.0074546305,0.0012379121,0.0015421994,2.5966015,-2.2362516,-0.010023791,-0.00041283667,0.8548448,-0.012263395,-0.00932302,-0.1374932,-0.0052060857,-0.018703721,0.019936647,-8.23196e-05,-0.024493134,-1.0114357,0.0005260259,0.38269436,0.052672353,0.0031710379,0.0013031773,-0.001489386,0.007386729,0.12526138,0.0056138076,-0.009442925,-0.2306289,-0.014802837,0.0013527824,0.0065106787,0.0065723397,0.12092984,0.008884557,0.0055873543,0.19921449,-0.014878595,-0.00022673607,0.013090087,0.07454766,0.015498477,-0.0093246475,0.0044514704,0.0044443533,0.12055729,-0.0014714617,-0.34479597,-0.007368748,-0.002175142,0.001789315
GDSC304,Cc1nnc(C(C)C)n1C1CC2CCC(C1)N2CCC(NC(=O)C1CCC(F)(F)CC1)c1ccccc1,-0.006282826,0.025777107,-1.2827494,1.2032669,0.49342814,-0.011196652,-0.06377988,-0.011888048,-0.016047932,-0.0108342245,-0.01238619,-0.02620621,0.0034238398,-0.5594241,-8.101761e-05,-0.0018740259,0.004133247,0.037525065,1.2881751,-1.3875517,-0.01702547,0.7062557,-0.021423887,0.07683739,-0.010265723,-0.02174078,-0.006359838,1.2625525,0.112801865,-0.014358178,-0.008572627,-0.015571481,-0.038073692,-0.033496454,0.0064528435,0.023872558,-0.0053848624,0.020619461,-1.0069131,-0.0007871494,0.038052224,0.0053395554,0.019984983,0.0051158145,-0.0076671354,-0.00045079738,-0.01615797,-0.022781044,0.117617235,-1.233305,-0.006213696,0.2333528,0.51422495,0.008095957,-1.0553926,0.23032433,0.049153555,0.017318059,0.005775336,-0.030588124,-0.073063426,-0.006745413,-0.011354196,-0.95789695,-0.00086447597,0.004234627,0.02624683,-0.008245889,-0.7704531,0.0020465106,1.6846223,0.023642141,-1.1756011,0.03824504,0.037747104,-0.031131867,1.4141029,-0.00865202,-0.0015462477,-0.008286453,0.0020843856,0.57878935,-0.8211875,0.006783467,0.0010994747,0.06327324,-0.024904348,0.00040253997,-0.819749,-0.013559908,-0.02397076,0.01793438,0.015839789,0.0046414994,1.4527918,-0.0061598644,-1.3361803,0.4261932,0.0043210983,-0.032425698,-0.017819066,0.030403204,-0.9319879,-0.00956073,-0.021705993,-0.3086807,0.027987255,-0.013309441,-0.005588266,0.014596127,-0.5335297,0.0062972233,0.016299848,-0.12346848,-0.008337006,-0.009675518,0.0034738518,-0.15643613,0.008646936,0.0014465079,-0.02052803,-0.030177852,0.34781402,0.0029240828,-1.2545013,-0.0074955747,-0.009482383,-0.026440378
GDSC305,NC(C(=O)O)C(OCc1ccccc1)C(=O)O,0.046517394,0.011045509,-0.7850796,-0.3885033,1.3922421,-0.0024805702,-0.4749616,-0.0025367637,0.0019790884,0.010578476,2.092123e-05,0.0023129284,-0.0033757798,0.011429183,0.017793082,-0.005524434,0.0058248173,0.0010376805,0.05521028,-0.26133132,-0.009855833,0.6452902,-0.015884902,-0.50964445,0.0056678317,0.0029904265,-0.0014566705,0.67272556,0.055559613,-0.003566444,-0.016140003,-0.00016833842,-0.010633125,-0.018062806,0.0032058433,0.008582395,0.0073684445,-0.00012487918,0.5968515,-0.020065824,0.0055723134,-0.013206739,-0.05891225,0.01993838,0.009937832,0.01797507,0.018045157,0.0180704,-0.05104551,1.8240386,-0.004584174,-0.06226031,0.68461835,0.010375552,0.8770299,-0.07064227,-0.28475004,0.0013523996,0.009965032,-0.010286272,-2.0690093,0.011013433,0.0033977292,1.2552336,0.0003329888,0.0009879544,0.010451745,-0.013786094,-0.039040364,-0.0020403937,0.808056,-0.002614759,-0.08361493,0.0030173957,0.0026901327,-0.00076709036,0.0002817437,0.009766562,-0.010659011,0.004135303,0.0072933175,0.58466315,-0.23212023,-0.0073005892,-0.017978072,0.82794535,-0.011695076,-0.008709196,-0.057479117,-0.008256193,-0.021968015,0.010595324,0.008140748,0.0028562099,0.27501237,0.00525108,1.6050699,0.11271042,0.0014279298,-0.0061889514,-0.0091657005,0.0071391426,0.56939334,0.0021706074,0.008916475,0.95779777,-0.005483157,-0.010097427,-0.010821283,-0.0080220625,-0.033121217,0.0055807307,0.003609674,0.11672655,0.0031950246,-0.019845076,0.008662045,0.6568199,-0.0065790284,-0.00052975863,0.020425938,0.018745579,0.055821676,0.026181106,-0.65110344,0.004153323,-0.0021882541,0.00023691752
GDSC307,CNC(=O)c1ccc2cc(C3(O)CCn4cncc43)ccc2c1,-0.13331687,-0.0046802713,-0.9484289,-0.89345264,0.70462847,0.0022288123,0.53084946,0.009755932,-0.012599982,-0.0043329,-0.01325395,-0.0025163144,-0.007444665,-0.11972843,0.010108985,0.010101497,0.00228196,-0.012315413,-0.18620901,-0.23553474,-0.002153039,-0.832313,-0.009074121,1.9177532,-0.0043997914,-0.0031704595,-0.014088977,0.2820984,-0.28885123,0.015921168,-0.013054244,-0.003647538,0.005403543,-0.008420965,-0.015157763,-0.0026518982,-0.0056894794,0.0026556514,0.07440259,0.018311,0.009400642,0.008476108,0.044219583,-0.007285133,0.0061767455,0.0036112778,-0.0035158172,-0.007089399,-0.025965322,0.6132239,0.0117217,0.24868326,-1.7175512,-0.02021008,0.16824973,-0.39283836,1.7636768,-0.0002477346,0.006082922,-0.0021061793,1.3029933,0.006764032,0.002617078,1.0722101,-0.0100391805,-0.018093988,-0.00074777193,-0.0169109,-0.037125625,-0.011517219,-2.067728,-0.006056335,0.100535296,-0.0059682187,0.013958197,-0.0005465839,-0.033617787,0.010525133,0.00205753,0.00315894,0.013494987,0.21641533,-2.6632826,-0.0051874556,0.022973804,0.5661099,0.00925298,-0.0013039075,-0.24835046,-0.002077341,0.019188005,-0.010247887,-0.015763367,-0.0042708833,0.03932542,0.0059073754,0.8224297,-0.53321785,0.009112885,-0.0025576986,0.0025968878,-0.02525523,0.21608067,0.009313997,-0.0044806153,0.4301793,-0.01132094,-0.0004968019,0.013537068,0.008117158,0.2164357,-0.012682363,-0.011382324,-0.15200348,-0.019132495,0.012367263,-0.0059582796,-1.0161358,0.013302836,0.0074173585,0.024530344,-0.0028103373,0.006796832,0.00043153763,0.60829866,-0.024375414,-0.013171262,0.007061486
GDSC308,CC(C)C12OC1C1OC13C1(C)CCC4=C(COC4=O)C1CC1OC13C2O,1.9053718,-0.0061454084,-0.8018355,0.12551987,-0.4247636,-0.04888615,1.109548,-0.012831665,-0.042048458,-0.011349037,-0.044450384,-0.0004165992,-0.009565514,-0.21421495,0.009176791,0.01810275,0.017693715,-0.038010646,-0.58127165,-0.59224224,0.011959907,0.75272804,0.022687906,-0.5365784,-0.004059814,-0.038696848,0.02124758,-0.63661385,-1.2850273,-0.036358573,0.009208821,0.019872239,0.02079501,0.023370538,-0.0011035725,0.03738218,0.010085977,0.012186987,-0.04415174,0.014497465,0.018010018,0.0109537095,0.74901825,0.016732581,0.010960309,0.0032341443,-0.015601262,0.014123581,-1.1357895,-0.8440655,-0.016378004,-1.1771181,1.7643993,-0.03654667,-2.8882143,1.8035376,1.7112463,-0.035598572,-0.0022298768,-0.00021971203,1.3433071,0.055832848,-0.031850286,2.29326,0.037100572,0.01878193,-0.05169712,-0.0015728101,-0.34863967,-0.052000985,-1.7624156,0.014321826,-0.2424919,-0.028944982,0.039643116,-0.018015591,-0.12383418,0.003246894,0.007093349,-0.020486109,-0.013769835,0.09738225,-1.4577544,-0.033698894,0.01864367,1.1632575,0.020782085,0.062408336,-0.59432155,0.004581567,0.055276908,-0.03814384,-0.0067114774,0.01852125,2.21224,0.007522404,-0.72031844,0.4916122,0.024365673,-0.029146839,0.038845826,-0.0005611591,-0.44278622,0.0050506927,-0.01417774,-0.11248341,0.021679318,-0.0109739145,0.017056137,-0.008734465,1.0887626,-0.012232669,-0.00055030175,0.34000784,-0.031724222,0.0213767,-0.01102666,0.8843713,0.024356712,-0.03248559,0.020121777,0.012222134,-0.25869554,0.03569347,-1.5002698,-0.042860985,-0.03657914,0.02073196
GDSC309,CCN(CC)c1ccc(C2Nc3ccccc3NC3=C2C(=O)CC(c2ccccc2)C3)cc1,0.038566653,0.0043713227,-0.41688928,-0.74848914,0.3440566,-0.0012021111,2.350571,-0.0033485412,0.009504467,-0.007305667,-0.004410263,-0.0013721585,0.00400443,-0.19807667,0.01645463,0.024301296,0.0032652784,0.027954591,0.7778294,1.5773342,-0.0075738765,1.2142363,0.0014610772,0.3634268,0.0018262975,-0.0069991974,0.022564538,0.011175498,1.3332839,-0.0138374865,-0.0073716603,-0.022469211,0.0044789515,-0.009154232,0.00326889,0.020203367,-0.01144951,-0.001991829,-1.3721619,0.032048192,-0.0036774576,0.021932527,-0.9058138,0.016265504,-0.022049183,0.0087627545,-0.0051447004,-0.020519085,0.3993474,0.20542811,-0.02251977,-0.18082085,-0.5041919,0.0126249865,-1.5605322,-0.026618728,-0.9514631,0.013287622,-0.00764947,-0.018972011,0.54230404,0.013477832,0.020506902,0.86065733,-0.019379348,-0.039596394,0.00710145,-0.030163322,-0.09037702,-0.006211199,-1.5343194,-0.013488205,0.107890956,0.013143383,-0.01032282,0.013922737,-0.05930589,-0.0067811627,0.008227483,0.010606665,0.004896093,-0.48414594,0.121942595,-0.018345393,-0.017965361,0.65204394,-0.014904588,-0.02691074,0.78496855,0.007168971,-0.012743298,-0.0055864127,0.011960022,-0.011959886,0.8966726,-0.0072312355,-0.12125689,-0.27756208,0.0047000907,0.0026028901,-0.008753978,0.00018366054,-0.3195387,-0.005628433,-0.010931179,0.874037,-0.009779268,0.010929677,-0.0022417884,-0.023101121,0.19359474,-0.014593437,0.006189895,-0.2272828,-0.009967526,-0.011129804,0.009088659,-0.09423509,0.0059586978,0.007958412,-0.00082913786,-0.0012336404,0.2755126,0.0032806378,-0.41515818,0.009465261,-0.012169733,-0.0045759073
GDSC311,Cc1[nH]c2ccccc2c1C(Nc1ccccn1)c1ccc(Cl)cc1,-0.10581761,0.0079167215,-0.8156962,0.09725009,-0.33958817,-0.0042780302,-0.45000985,0.006436374,-0.0021677185,-0.02385427,-0.010824339,-0.010850579,-0.012496874,-0.0803962,0.008637533,0.0016510412,0.0149519015,-0.008264469,-0.15106551,0.90057373,0.002802018,-0.33039826,-0.0036810623,1.5105678,-0.0021143593,-0.011780678,0.021891177,0.5721702,-0.38837638,0.0046288297,0.01712481,0.00468429,0.006365295,0.010010976,-0.0067769885,0.0008686427,-0.013622241,-0.007178775,0.8887143,0.016318597,0.013358852,-0.0054643415,0.03205107,0.0034483224,-0.0039395373,0.006020274,0.005961992,0.009934261,0.0036200508,-0.4119074,0.0142578315,0.57811636,-0.54114574,-0.0038952306,-0.9351409,-0.0053499434,0.37729883,0.0027800137,0.0071755312,0.023490833,-0.45015314,-0.0058815405,0.0068843868,1.3988775,0.0033223256,0.009773836,-0.00084860437,-0.003553629,-0.023483548,0.006037198,-1.238898,0.0052502006,-0.21219856,0.0001754146,0.0046790056,0.009543593,0.081388935,0.008780338,-0.001009463,-0.0047126226,-0.0025668517,-0.05769006,0.94423854,-0.0114940815,0.005921494,-0.47298402,-0.009462498,-0.0073258244,-0.2239018,-0.0046238564,-0.00070974976,-0.0009365883,0.0040195584,0.013183437,-0.915009,-0.01029259,1.0255383,-0.05457248,-0.013595352,0.0068426356,0.010198564,-0.014694745,1.635673,0.0027675927,0.0021675155,-2.5895762,-0.024009407,-0.0052229874,-0.014844451,0.0013215654,0.09360106,0.005307466,0.0057660956,0.08490275,0.008323917,0.012774855,0.01078368,1.6592212,-0.003797694,-0.016286857,0.026288506,-0.013062262,-0.020418629,-0.013166409,-0.10792275,0.0014224988,0.008307549,0.012986272
GDSC312,CCN1CCN(C(c2cccnc2)c2cc(Cl)c3cccnc3c2O)CC1,0.09326543,0.008133673,1.1388129,-0.3945959,-0.13753195,0.0019317446,-0.70171255,0.006232653,-0.005671734,0.013725691,-0.0005696919,0.020655923,-0.009328425,-0.04458015,-0.022112481,0.00076424703,-0.0064456556,0.002448465,-0.46683916,-1.3027462,-0.00278195,-0.9914525,-0.0048369556,0.6258799,0.009371113,-0.0019555269,-0.008008838,0.15543641,0.3828986,-0.0031983107,-0.0049154535,-0.0012146719,-0.021219533,0.013453834,0.0009448081,-0.016642105,0.014020658,0.019560812,0.12671989,-0.0063946447,-0.010446472,0.0035411194,0.064132355,-0.013609678,-0.011125689,-0.014853064,-0.011070222,-0.01689519,0.10401669,0.19354045,0.0064481315,0.9672588,0.8854792,-0.01564926,-0.055916753,0.24418145,1.6676238,0.008489464,-0.0011882149,-0.017533751,0.97474617,-0.019128233,0.0019046422,-1.2972288,-0.0096093565,-0.002945803,-0.009499,0.0060205385,-0.18192966,-0.011601463,-0.8132212,-0.012659736,-0.8604914,0.0022995602,-0.002903793,-0.008764855,-0.027265668,0.0040421635,0.0017410971,-0.009283113,0.020526271,-1.73728,-0.26936615,0.0017018318,0.0010922365,0.71147144,0.013899135,0.021635134,0.047132563,0.0022839643,0.015637197,-0.00088738976,-0.009065293,-0.002309326,-0.30459458,0.0131781455,0.5799274,0.093296275,0.021231862,-0.0043941736,-0.0038604215,-0.003663404,-1.1946533,-0.016095929,-0.013539769,1.5208658,0.007633169,-0.009849177,-0.0006920239,0.012478642,0.15255484,-0.0044652075,0.0003109984,0.03069474,0.006392866,-0.005236894,-0.010910476,-0.69708306,0.016801827,0.016134612,-0.029964354,-0.005101041,-0.011758899,-0.02104634,0.20462397,0.0012170265,-0.0007006619,0.0077440618
GDSC313,CCOc1ccccc1-n1c(C(C)N2CCN(C(=O)COc3ccc(Cl)cc3)CC2)nc2ccccc2c1=O,-0.8370945,-0.0033239424,0.34674558,-0.5111535,-2.2527971,-0.0028361767,1.8644487,0.003750504,-0.021338474,-0.016968615,0.004792977,-0.038504448,-0.0075238794,0.3338259,0.0030133575,0.022242289,-0.011335789,-0.028601673,-1.3300962,-0.1737849,0.0023855306,0.08308277,0.003912637,1.2579119,-0.01952713,0.01717579,0.03260324,-1.2692986,-0.6735437,0.0076967403,0.0026392601,0.020683339,0.012899466,0.0031742211,0.0012529865,-0.009484039,-0.0026246477,-0.017720439,-0.6863,-0.00625312,-0.0021266695,-0.022985164,0.68197453,-0.017984696,-0.017050378,0.0029845573,0.012132853,-0.018572226,-0.17524318,-0.0459291,0.016577898,-0.113914505,0.69296443,-0.0065255985,-0.48904237,0.015593082,0.6185298,-0.0026795901,0.01965728,0.026996179,0.1665382,-0.01598648,-0.017996147,0.23807225,-0.00179746,0.0042819157,-0.017044721,-0.0018679872,-0.30050313,0.017606936,0.57987416,0.013857789,0.31291282,-0.037497893,-0.03141794,0.009179355,-0.49442047,-0.0068418197,-0.001560188,0.003278574,0.0014561825,-0.76041543,-0.44536042,-0.005609885,0.021264665,-0.0021344572,0.007047428,0.00036026165,0.18549249,0.030419253,0.022319755,-0.0006446147,0.005396435,-0.0066535976,1.0929412,-0.02876376,-0.57831967,-0.29253864,0.007723056,-0.010627188,0.0053556664,-0.0059691686,-0.52019763,0.0028869808,0.01317662,-0.6958265,0.014140903,0.016744927,0.018603276,-0.005259551,-0.24760333,-0.0039396957,-0.0117147,-0.95529455,-0.015743334,0.012405071,-0.014735358,0.2778279,-0.0054175737,0.023268417,0.0046602283,-0.0041303765,0.06859039,-0.0059648417,1.3496201,-0.007643085,0.022540202,0.0038087794
GDSC314,Cc1cccc(NC(=O)NC2N=C(c3ccccc3)c3ccccc3N(CC(=O)c3ccccc3C)C2=O)c1,-0.1514181,-0.0101282,-0.33643833,-0.050867345,-1.1109698,-0.0044868,-1.7296789,-0.0019792425,-0.008687951,-0.0101135075,-0.005603865,0.010393836,0.01382108,0.17556599,0.0032191277,0.000802584,-0.01262426,0.01946339,0.42888126,0.72260785,0.0050028674,0.41020107,0.018287875,-0.017259553,-0.0010415651,0.013683965,-0.0016413629,-1.5206888,-0.16225117,-0.001782313,0.0026187114,0.00759829,-0.001151951,0.006081147,-0.027685247,0.007752247,-0.010502409,-0.0035474123,-1.5092217,0.014138169,0.008301778,-0.0066010617,-0.27289397,0.005320683,0.0047960747,-0.0066973157,0.0031201988,-0.018362336,0.1173812,0.21894222,-0.041177254,-0.38361898,-1.0859052,0.018289622,-0.7303352,0.16333225,-0.69444877,0.01460654,0.0025260262,-0.002042978,-0.14647675,-0.0032514185,0.0037442837,-0.7652126,0.011194572,-0.001676932,-0.0052670594,-0.0030701011,-0.10467291,0.0005879104,-0.2891062,0.024214935,0.52981627,-0.0014084801,0.0029742122,0.014836605,-0.65045327,-0.022359122,0.006094336,0.009539988,-0.0056523234,-0.8822959,2.2061427,-0.007515602,-0.016313612,-1.5901006,5.8393925e-05,-0.0010806024,-1.1305649,0.016563661,0.009978965,-0.0043683127,0.012943946,0.03249999,2.105274,-0.011639252,-0.60544586,-0.050332334,-0.009598009,-0.016689613,0.00039732084,0.0061417483,-0.30204442,-0.005370252,0.010969155,1.8738881,0.010978986,-0.0019725785,-0.00459018,-0.00039763376,-0.36412898,0.02899316,-0.008362194,-0.37998453,0.018693667,0.0045586824,-0.009490646,0.6199326,-0.02539165,-0.015728444,0.020539181,-0.005628502,0.1275562,0.0046929754,-0.76470906,0.014884625,-0.006998115,-0.014373678
GDSC315,COc1ccc(C(=O)OC2C(OC3C(O)COC(OC4CC5C6CC=C7CC(O)CCC7(C)C6CCC5(C)C4(O)C(C)C(=O)CCC(C)C)C3OC(C)=O)OCC(O)C2O)cc1,0.32986796,0.038530447,-0.5171749,-0.39177987,-0.5364543,0.024709145,-1.2007815,0.044983506,0.0158356,-0.055335782,0.027192336,-0.015681341,-0.011071093,0.75639904,0.047537006,-0.0025059842,0.0002507642,0.01956836,-2.827962,0.7961261,0.035737578,-0.23149854,0.03540282,-0.4789309,-0.012789696,0.035174914,0.043272056,-0.53125966,-0.8918257,-0.0031883344,0.024169296,-0.03565248,0.0029076478,-0.028175017,-0.00093352795,0.010375079,-0.07515771,0.0007463731,-0.66418743,0.05214266,0.014291635,0.021424964,-1.3100543,-0.013462454,-0.045679703,0.00954872,0.008144684,-0.054016653,1.5346123,0.23583934,-0.05115447,-0.008746523,-0.53359133,0.005432248,-0.78049284,0.3734222,-1.5402346,0.079411745,0.0047198944,-0.04340624,-1.3694254,-0.07194043,0.036625713,0.13556568,-0.044489235,-0.04485487,-0.00018937327,-0.013291791,-0.65770197,-0.012231015,-0.37173367,-0.006820537,-0.5450678,-0.0070373397,-0.027226094,0.012441854,-1.9350268,-0.0076601747,0.011306117,-0.0030156057,0.07474424,-1.1913615,-1.9503853,-0.006543584,0.024282664,-0.85727113,-0.059923682,-0.014181115,-0.53344655,0.05397696,-0.0045209415,0.016991207,-0.003949605,0.0021974351,-0.9249086,0.0027763508,-3.5131204,-0.1545322,-0.0037899446,0.03163664,-0.024915483,-0.00049189106,-0.72237605,-0.0051436797,-0.031746797,0.15323871,-0.025688916,-0.021857373,-0.0223628,0.03408883,-0.72196764,0.04244212,0.018630374,0.24659497,-0.012716235,0.025820132,0.025996853,-0.12255816,-0.0065247077,0.023923807,-0.003147643,-0.00021046866,-0.2184891,-0.047393776,-0.4895838,0.058747154,-0.0077926265,-0.025569636
GDSC316,CC1CCCC=CC2CC(O)CC2C(O)C=CC(=O)O1,-0.30949733,-0.0035468882,0.94257855,-0.55625457,0.66255736,-0.0039153937,0.86716884,-0.003891864,-0.023468304,-0.026882254,0.0149515085,-0.015089475,0.017467886,-0.16967738,0.016791664,0.033657197,0.0016686749,-0.004572105,0.7165202,-0.051032055,-0.012066122,-0.46621516,-0.011231892,-1.3277544,-0.002606891,-0.0036876248,0.012767486,-0.8333756,-0.3071785,0.008795112,-0.0034422316,0.0033676047,-0.0021012546,-0.016865233,-0.007476371,-0.006520463,-0.0013031904,-0.006502725,-0.7455162,-0.010278759,0.0067048986,-0.0056630783,-0.5434071,0.016620688,-0.014689639,0.010426961,0.009163097,0.007816955,0.1722158,-0.9345387,-0.011935,-0.48282865,-0.055888522,0.008781344,-0.7664492,-0.071401946,-0.015651414,-0.00020336267,-0.000682503,0.0013851854,-0.66315293,-0.01747052,0.0017051771,0.577776,-0.01804322,-0.0037112646,0.010277789,-0.0026996322,0.0054039285,0.015936904,1.6095407,0.011701986,-0.7585634,-0.0010970198,0.009185504,-0.0018853126,-0.1134924,-0.00280294,-0.004613957,0.0136965625,0.002078686,0.08318501,-1.184386,-0.008756429,-0.0043275915,0.9861897,-0.015701555,-0.00689004,-0.75927395,-0.021189002,-0.022563197,0.011630118,0.0054233763,-0.00094835274,0.3558108,-0.0045506284,0.27341372,0.9853902,-0.019483022,-0.019649081,-0.014582355,-0.00894065,0.1967133,-0.0008784905,-0.016959772,-1.1306052,-0.018689143,0.003966381,-0.004415758,-0.00965108,0.1882442,0.02445814,-0.002758597,-0.4604245,-0.0047671837,-0.01943463,-0.0024682563,0.8979582,-0.005481535,-0.033884734,0.0061564054,-0.015206012,0.22849506,0.008229705,-0.8415142,-0.0012864746,-0.013279487,-0.008312848
GDSC317,COc1c2c(c(O)c3c4c(c(C)cc13)C1OC3(C(OC)OC)OC1C(O)(O4)C31CO1)C(=O)CCC2,0.84353346,-0.05081855,-0.3764174,0.8647529,-0.7798466,0.03951455,-0.6300199,-0.06397542,0.036018036,0.03863965,0.0017094798,0.027709417,0.008161359,-0.014575701,-0.0053994134,0.0077866353,-0.05374684,-0.024804465,2.0693514,0.5520674,-0.020438999,-1.174979,-0.02807073,0.7767724,0.018453728,-0.028730076,-0.070202455,-0.744568,1.4473654,0.027115107,-0.027287155,0.0046034213,0.0060542007,0.026911652,-0.0007677078,0.0035781004,0.07115557,0.008383438,-0.17857163,0.034368996,0.025821893,0.014057033,-3.5802472,0.022653751,0.039384626,-0.0059353746,-0.025072262,0.054114386,-0.42336372,-1.8742692,0.022527523,1.8776134,-0.4154691,0.010340288,-0.46519557,-0.46090183,0.59365964,0.040458642,-0.08209789,0.028069051,1.0319691,0.026594073,-0.007174325,-0.9316956,0.023365252,-0.02406662,-0.02204893,-0.017454626,2.9386258,-0.0593733,-1.1544306,-0.069286555,-0.65584797,0.057787918,0.028082302,0.01897905,2.1769524,0.019785993,0.060253803,-0.0119409,-0.04231193,-1.4895964,-0.5498294,-0.024784587,-0.0978811,-0.29802108,0.06778093,0.008554455,0.39297822,-0.053487442,-0.0036564246,0.008584201,-0.026629029,0.029918589,-0.6860885,0.02482497,-1.4963564,0.073177725,-0.025767706,0.06421933,-0.018861532,-0.0066566095,-0.5863972,-0.063317254,-0.055286326,0.6366336,-0.047582537,0.013058438,0.008908518,-0.050385997,1.2612946,-0.017009549,-0.012054062,-0.7450533,0.03132056,-0.012021594,-0.011604151,1.6511644,0.054855518,-0.056783184,-0.06332067,-0.041172743,-0.73807555,0.01601585,0.080574185,-0.0010389573,-0.024410635,0.042815495
